bioproject,study,biosample,sample,experiment,run,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
PRJEB41199,,,ERS5303243,ERX4683073,ERR4813083,R,,R,S,,R,,R,R,S,,S,,R,R
PRJEB41199,,,ERS5303245,ERX4683075,ERR4813085,S,S,R,S,S,S,R,R,S,S,S,R,,R,R
PRJEB41199,,,ERS5303246,ERX4683076,ERR4813086,S,S,S,S,S,S,R,R,S,S,S,,,R,S
PRJEB41199,,,ERS5303247,ERX4683077,ERR4813087,S,S,S,S,S,S,R,R,S,R,S,R,,R,R
PRJEB41199,,,ERS5303249,ERX4683079,ERR4813089,S,S,S,S,S,S,S,S,S,S,S,S,,R,S
PRJEB41199,,,ERS5303250,ERX4683080,ERR4813090,S,S,S,S,S,S,R,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303251,ERX4683081,ERR4813091,S,S,S,S,S,S,S,R,S,S,,S,,R,S
PRJEB41199,,,ERS5303252,ERX4683082,ERR4813092,S,S,S,S,S,S,S,R,S,S,S,S,,S,R
PRJEB41199,,,ERS5303178,ERX4683008,ERR4813018,S,,S,,,R,,R,S,R,S,R,,R,S
PRJEB41199,,,ERS5303180,ERX4683010,ERR4813020,S,,S,,,R,,S,S,S,S,S,,R,S
PRJEB41199,,,ERS5303173,ERX4683003,ERR4813013,S,,S,,,S,,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303181,ERX4683011,ERR4813021,S,S,S,S,,S,,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303183,ERX4683013,ERR4813023,S,,S,S,S,S,,R,R,S,,,,R,S
PRJEB41199,,,ERS5303182,ERX4683012,ERR4813022,S,S,S,S,,R,,S,S,S,S,,,R,S
PRJEB41199,,,ERS5303191,ERX4683021,ERR4813031,S,S,S,S,S,S,,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303192,ERX4683022,ERR4813032,S,S,S,S,S,S,S,S,S,S,,,,R,S
PRJEB41199,,,ERS5303193,ERX4683023,ERR4813033,S,S,S,,S,R,S,S,S,S,S,,,R,S
PRJEB41199,,,ERS5303194,ERX4683024,ERR4813034,S,S,S,,,S,S,S,S,S,,,,R,S
PRJEB41199,,,ERS5303119,ERX4682949,ERR4812959,S,S,S,S,,S,S,S,S,S,S,S,,S,S
PRJEB41199,,,ERS5303121,ERX4682951,ERR4812961,S,S,S,S,,R,S,R,S,S,S,,,R,S
PRJEB41199,,,ERS5303107,ERX4682937,ERR4812947,S,,S,S,,R,S,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303110,ERX4682940,ERR4812950,S,S,S,S,S,S,S,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303113,ERX4682943,ERR4812953,S,S,S,S,S,S,,R,S,S,,,,R,R
PRJEB41199,,,ERS5303116,ERX4682946,ERR4812956,S,S,S,S,S,S,S,R,S,S,S,,,R,S
PRJEB41199,,,ERS5303114,ERX4682944,ERR4812954,S,S,S,S,S,S,S,R,S,S,S,,,S,S
PRJEB41199,,,ERS5303115,ERX4682945,ERR4812955,,,S,,,S,,R,S,S,,,,R,R
PRJEB41199,,,ERS5303117,ERX4682947,ERR4812957,,,S,,,S,S,R,S,S,,S,,R,R
PRJEB41199,,,ERS5303118,ERX4682948,ERR4812958,S,S,S,S,S,S,S,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303120,ERX4682950,ERR4812960,S,S,S,S,S,S,,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303127,ERX4682957,ERR4812967,S,S,S,,,S,S,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5303134,ERX4682964,ERR4812974,,S,S,S,S,S,S,R,R,S,S,S,,R,S
PRJEB41199,,,ERS5303140,ERX4682970,ERR4812980,,S,S,S,S,S,R,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303142,ERX4682972,ERR4812982,S,S,S,S,S,S,,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303143,ERX4682973,ERR4812983,S,S,S,S,S,S,S,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303145,ERX4682975,ERR4812985,S,S,S,S,S,S,S,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303147,ERX4682977,ERR4812987,S,S,S,S,S,R,S,R,R,S,S,S,,R,R
PRJEB41199,,,ERS5303148,ERX4682978,ERR4812988,S,S,R,S,S,R,R,R,R,S,S,S,,R,S
PRJEB41199,,,ERS5303166,ERX4682996,ERR4813006,,,S,,,S,,R,S,S,,,,S,S
PRJEB41199,,,ERS5303168,ERX4682998,ERR4813008,S,,S,,,S,,R,S,S,,,,R,S
PRJEB41199,,,ERS5303171,ERX4683001,ERR4813011,,,S,,,S,,R,S,S,S,S,,R,S
PRJEB41199,,,ERS5303179,ERX4683009,ERR4813019,,,S,,,S,,R,S,S,,,,R,R
PRJEB41199,,,ERS5303259,ERX4683089,ERR4813099,S,S,S,S,S,R,S,R,R,R,,S,,R,R
PRJEB41199,,,ERS5303260,ERX4683090,ERR4813100,S,S,R,S,S,R,,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303261,ERX4683091,ERR4813101,S,S,S,S,S,S,S,R,R,R,S,S,,R,S
PRJEB41199,,,ERS5303262,ERX4683092,ERR4813102,S,S,R,,S,S,S,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303263,ERX4683093,ERR4813103,,S,R,S,S,R,S,R,R,R,,S,,R,R
PRJEB41199,,,ERS5303264,ERX4683094,ERR4813104,S,S,R,S,S,S,R,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303268,ERX4683098,ERR4813108,S,S,R,S,,R,S,R,R,R,,,,R,R
PRJEB41199,,,ERS5303269,ERX4683099,ERR4813109,S,S,R,S,,S,,R,S,R,S,R,,R,R
PRJEB41199,,,ERS5303270,ERX4683100,ERR4813110,S,S,S,S,S,S,S,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303271,ERX4683101,ERR4813111,S,S,S,S,S,S,,R,R,R,S,,,S,R
PRJEB41199,,,ERS5303272,ERX4683102,ERR4813112,S,S,S,S,S,S,S,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303273,ERX4683103,ERR4813113,S,S,R,S,S,S,,R,S,R,S,S,,R,R
PRJEB41199,,,ERS5303315,ERX4683145,ERR4813155,,S,S,S,S,R,S,R,R,R,S,S,,R,R
PRJEB41199,,,ERS5303316,ERX4683146,ERR4813156,S,S,R,S,S,S,,R,S,R,,S,,R,R
PRJEB41199,,,ERS5303319,ERX4683149,ERR4813159,S,S,R,S,S,R,,R,R,R,S,S,,R,S
PRJEB41199,,,ERS5303320,ERX4683150,ERR4813160,S,S,R,S,S,S,,R,S,R,S,S,,R,R
PRJEB41199,,,ERS5303322,ERX4683152,ERR4813162,,S,S,S,S,R,S,R,R,R,S,R,,R,R
PRJEB41199,,,ERS5303323,ERX4683153,ERR4813163,S,S,R,S,S,S,R,R,R,R,S,R,,R,R
PRJEB41199,,,ERS5303326,ERX4683156,ERR4813166,R,S,R,S,,R,R,R,R,R,S,R,,R,R
PRJEB41199,,,ERS5303328,ERX4683158,ERR4813168,,S,S,S,,R,S,R,R,R,,S,,R,R
PRJEB41199,,,ERS5303329,ERX4683159,ERR4813169,,,R,,,S,,R,R,R,,,,R,R
PRJEB41199,,,ERS5303330,ERX4683160,ERR4813170,S,S,S,S,S,R,S,R,R,R,,S,,R,R
PRJEB41199,,,ERS5303332,ERX4683162,ERR4813172,,S,S,S,S,R,R,R,R,R,,R,,R,R
PRJEB41199,,,ERS5303333,ERX4683163,ERR4813173,S,,S,S,S,R,,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303334,ERX4683164,ERR4813174,,,R,,,R,,R,R,R,,,,R,S
PRJEB41199,,,ERS5303335,ERX4683165,ERR4813175,,S,S,S,S,R,,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303338,ERX4683168,ERR4813178,,S,S,S,S,,S,R,,,S,S,,R,S
PRJEB41199,,,ERS5303339,ERX4683169,ERR4813179,R,S,S,S,S,R,S,R,R,R,,R,,R,S
PRJEB41199,,,ERS5303340,ERX4683170,ERR4813180,S,S,S,S,S,R,R,R,R,R,,,,R,R
PRJEB41199,,,ERS5303342,ERX4683172,ERR4813182,R,S,R,S,S,R,,R,R,R,S,R,,R,R
PRJEB41199,,,ERS5303345,ERX4683175,ERR4813185,S,S,R,S,S,R,S,R,S,R,S,S,,R,R
PRJEB41199,,,ERS5303346,ERX4683176,ERR4813186,S,S,R,S,S,S,S,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303347,ERX4683177,ERR4813187,,,R,,,R,,R,R,R,,,,R,R
PRJEB41199,,,ERS5303348,ERX4683178,ERR4813188,R,S,S,S,S,R,S,R,R,R,,,,R,R
PRJEB41199,,,ERS5303349,ERX4683179,ERR4813189,S,S,R,S,S,S,,R,R,R,S,S,,R,R
PRJEB41199,,,ERS5303350,ERX4683180,ERR4813190,S,S,S,S,S,R,S,R,R,R,,,,R,S
PRJEB41199,,,ERS5303351,ERX4683181,ERR4813191,S,S,R,S,S,,R,R,R,R,R,,,R,S
PRJEB41199,,,ERS5303354,ERX4683184,ERR4813194,,,R,,,S,,R,R,R,,,,R,S
PRJEB41199,,,ERS5303355,ERX4683185,ERR4813195,R,S,S,S,S,S,S,R,R,R,S,,,R,S
PRJEB41199,,,ERS5303356,ERX4683186,ERR4813196,,,R,S,,R,,R,R,R,,,,R,S
PRJEB41199,,,ERS5303357,ERX4683187,ERR4813197,,S,R,S,S,R,R,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303358,ERX4683188,ERR4813198,,,R,,,S,,R,R,R,,,,R,S
PRJEB41199,,,ERS5303359,ERX4683189,ERR4813199,,S,R,S,S,S,,R,R,R,,S,,R,S
PRJEB41199,,,ERS5303361,ERX4683191,ERR4813201,S,,R,S,,S,R,R,S,R,S,S,,R,R
PRJEB41199,,,ERS5303364,ERX4683194,ERR4813204,R,,S,S,S,R,S,R,R,R,,R,,R,R
PRJEB41199,,,ERS5303365,ERX4683195,ERR4813205,S,,R,S,S,R,R,R,S,R,S,R,,R,R
PRJEB41199,,,ERS5303366,ERX4683196,ERR4813206,S,S,R,S,S,R,R,R,S,R,S,R,,R,S
PRJEB41199,,,ERS5303367,ERX4683197,ERR4813207,,,S,,,R,,R,R,R,,,,R,R
PRJEB41199,,,ERS5303368,ERX4683198,ERR4813208,R,,S,,,R,R,R,R,R,S,R,,R,R
PRJEB41199,,,ERS5303369,ERX4683199,ERR4813209,S,S,R,S,S,S,,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303371,ERX4683201,ERR4813211,S,,R,S,S,R,S,R,S,R,S,S,,R,S
PRJEB41199,,,ERS5303372,ERX4683202,ERR4813212,R,S,R,,S,S,S,R,R,R,S,R,,R,S
PRJEB41199,,,ERS5303373,ERX4683203,ERR4813213,,S,,S,S,R,S,R,R,R,S,R,,R,S
PRJEB41199,,,ERS5303374,ERX4683204,ERR4813214,,,S,S,S,S,S,R,R,R,S,,,R,R
PRJEB41199,,,ERS5303376,ERX4683206,ERR4813216,S,S,R,S,S,R,,R,R,R,S,R,,R,S
PRJEB41199,,,ERS5302067,ERX4681897,ERR4811907,S,S,,S,,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302079,ERX4681909,ERR4811919,S,,,S,S,,,S,S,S,,S,,S,R
PRJEB41199,,,ERS5302095,ERX4681925,ERR4811935,S,S,S,,S,S,S,R,S,S,S,S,S,R,R
PRJEB41199,,,ERS5302056,ERX4681886,ERR4811896,S,S,,S,,S,S,R,S,S,,,,S,
PRJEB41199,,,ERS5302096,ERX4681926,ERR4811936,S,S,,S,,,,S,S,S,,,,S,
PRJEB41199,,,ERS5302099,ERX4681929,ERR4811939,S,S,,S,S,S,S,S,S,S,S,,,S,S
PRJEB41199,,,ERS5302029,ERX4681859,ERR4811869,S,S,S,S,S,S,R,R,S,S,,,R,R,R
PRJEB41199,,,ERS5302068,ERX4681898,ERR4811908,,S,,S,,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302061,ERX4681891,ERR4811901,S,S,,S,,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302064,ERX4681894,ERR4811904,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302101,ERX4681931,ERR4811941,S,S,,S,S,S,S,S,S,,S,S,,S,S
PRJEB41199,,,ERS5302075,ERX4681905,ERR4811915,S,S,,S,S,S,S,S,S,,S,S,,S,S
PRJEB41199,,,ERS5302076,ERX4681906,ERR4811916,S,S,,S,S,S,S,S,S,,S,S,,S,
PRJEB41199,,,ERS5302040,ERX4681870,ERR4811880,S,S,,S,S,,R,R,S,,,,,R,
PRJEB41199,,,ERS5302080,ERX4681910,ERR4811920,,S,,S,,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302083,ERX4681913,ERR4811923,S,S,,S,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302084,ERX4681914,ERR4811924,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S
PRJEB41199,,,ERS5302085,ERX4681915,ERR4811925,S,S,,S,S,S,S,S,S,S,,,,S,
PRJEB41199,,,ERS5302081,ERX4681911,ERR4811921,S,,S,S,S,S,,R,S,S,,,,R,S
PRJEB41199,,,ERS5302043,ERX4681873,ERR4811883,S,S,,S,S,S,,S,S,S,,,,S,
PRJEB41199,,,ERS5303089,ERX4682919,ERR4812929,S,S,,S,,,,S,,S,S,S,,S,
PRJEB41199,,,ERS5302045,ERX4681875,ERR4811885,S,,,S,S,S,,S,S,S,S,,,S,
PRJEB41199,,,ERS5302086,ERX4681916,ERR4811926,S,S,S,S,,S,S,S,S,S,,S,,S,S
PRJEB41199,,,ERS5302087,ERX4681917,ERR4811927,S,S,,S,,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302088,ERX4681918,ERR4811928,S,S,,,S,S,,S,S,,,,,S,
PRJEB41199,,,ERS5302077,ERX4681907,ERR4811917,S,S,,S,S,S,,S,S,S,S,S,,S,S
PRJEB41199,,,ERS5302071,ERX4681901,ERR4811911,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302035,ERX4681865,ERR4811875,S,S,,S,S,S,S,S,S,S,S,S,,S,S
PRJEB41199,,,ERS5302089,ERX4681919,ERR4811929,S,S,,S,,,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302090,ERX4681920,ERR4811930,S,S,,S,,,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302082,ERX4681912,ERR4811922,,,,,,R,,S,S,S,,,,S,
PRJEB41199,,,ERS5303065,ERX4682895,ERR4812905,R,,S,S,S,R,S,R,R,S,S,S,R,R,R
PRJEB41199,,,ERS5302049,ERX4681879,ERR4811889,,,,S,,,S,,S,S,S,S,,S,
PRJEB41199,,,ERS5302054,ERX4681884,ERR4811894,,S,,,,S,S,,,,,,,S,
PRJEB41199,,,ERS5302055,ERX4681885,ERR4811895,S,,,S,,S,S,S,,S,S,,,S,
PRJEB41199,,,ERS5302044,ERX4681874,ERR4811884,,,,,,S,,S,,S,,S,,S,S
PRJEB41199,,,ERS5302093,ERX4681923,ERR4811933,S,S,,,,S,S,S,,S,,S,,S,
PRJEB41199,,,ERS5302072,ERX4681902,ERR4811912,S,S,,S,S,S,S,S,,S,S,,,S,
PRJEB41199,,,ERS5302041,ERX4681871,ERR4811881,S,S,S,S,S,R,S,R,S,S,S,S,S,S,R
PRJEB41199,,,ERS5302042,ERX4681872,ERR4811882,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302057,ERX4681887,ERR4811897,S,S,,,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302060,ERX4681890,ERR4811900,S,S,S,S,S,S,,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5302062,ERX4681892,ERR4811902,S,S,,S,S,S,S,S,,S,,,,S,
PRJEB41199,,,ERS5302097,ERX4681927,ERR4811937,,,,,,,S,S,S,,S,,,S,S
PRJEB41199,,,ERS5302098,ERX4681928,ERR4811938,S,S,,S,S,S,S,S,S,S,,,,S,
PRJEB41199,,,ERS5302050,ERX4681880,ERR4811890,S,S,,S,S,S,S,S,S,,S,S,,S,
PRJEB41199,,,ERS5302046,ERX4681876,ERR4811886,,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302051,ERX4681881,ERR4811891,S,S,,S,S,S,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302073,ERX4681903,ERR4811913,S,,S,S,S,S,S,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5302036,ERX4681866,ERR4811876,S,S,S,S,,S,,S,S,R,,R,S,R,R
PRJEB41199,,,ERS5302059,ERX4681889,ERR4811899,,S,,S,S,,,S,S,,S,S,,S,
PRJEB41199,,,ERS5302091,ERX4681921,ERR4811931,S,S,,S,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302104,ERX4681934,ERR4811944,,,,S,S,R,S,R,,S,,,,,
PRJEB41199,,,ERS5302037,ERX4681867,ERR4811877,R,S,,S,S,S,S,R,R,S,,,,S,S
PRJEB41199,,,ERS5302030,ERX4681860,ERR4811870,S,,,,S,S,S,S,S,,,,,S,
PRJEB41199,,,ERS5302100,ERX4681930,ERR4811940,S,,,,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302069,ERX4681899,ERR4811909,,,,,S,S,S,S,,S,,,,,
PRJEB41199,,,ERS5302070,ERX4681900,ERR4811910,S,S,S,S,S,S,S,R,S,S,,S,,R,S
PRJEB41199,,,ERS5302102,ERX4681932,ERR4811942,S,S,S,S,,S,,R,S,S,S,S,,S,R
PRJEB41199,,,ERS5302103,ERX4681933,ERR4811943,,S,,S,,,S,S,S,S,,,,S,
PRJEB41199,,,ERS5302105,ERX4681935,ERR4811945,,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302063,ERX4681893,ERR4811903,S,S,,S,S,S,,S,S,,,,,S,
PRJEB41199,,,ERS5302038,ERX4681868,ERR4811878,S,S,,S,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302039,ERX4681869,ERR4811879,S,S,,,S,S,,S,S,S,,S,,S,
PRJEB41199,,,ERS5302074,ERX4681904,ERR4811914,S,S,,S,S,,S,S,S,S,S,,,,
PRJEB41199,,,ERS5302215,ERX4682045,ERR4812055,S,S,,S,,S,,S,,S,S,S,,S,
PRJEB41199,,,ERS5302216,ERX4682046,ERR4812056,S,S,,S,,S,S,S,,,,,,S,
PRJEB41199,,,ERS5303066,ERX4682896,ERR4812906,,,,,,,,S,,,,,,S,
PRJEB41199,,,ERS5302217,ERX4682047,ERR4812057,,S,,,,S,,S,,S,,,,S,
PRJEB41199,,,ERS5302052,ERX4681882,ERR4811892,,,,,,,,S,S,,,,,S,R
PRJEB41199,,,ERS5302053,ERX4681883,ERR4811893,S,S,,S,S,S,S,S,S,S,S,S,,,
PRJEB41199,,,ERS5302106,ERX4681936,ERR4811946,S,S,,S,S,S,,S,S,S,,S,,S,
PRJEB41199,,,ERS5302107,ERX4681937,ERR4811947,S,,,S,,S,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302078,ERX4681908,ERR4811918,S,S,,S,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302033,ERX4681863,ERR4811873,,S,,S,S,S,R,R,S,S,S,,,R,
PRJEB41199,,,ERS5302094,ERX4681924,ERR4811934,S,S,,S,,S,,S,S,,S,,,S,S
PRJEB41199,,,ERS5302066,ERX4681896,ERR4811906,S,S,S,,S,R,,R,S,S,S,S,,S,S
PRJEB41199,,,ERS5302108,ERX4681938,ERR4811948,S,,,S,S,S,,R,S,,S,,,S,
PRJEB41199,,,ERS5302034,ERX4681864,ERR4811874,S,S,,S,S,S,,S,S,S,S,,,S,S
PRJEB41199,,,ERS5302032,ERX4681862,ERR4811872,S,,,S,,,S,R,S,S,S,S,,S,
PRJEB41199,,,ERS5303433,ERX4683263,ERR4813273,,S,,S,S,S,,S,S,S,,S,,S,
PRJEB41199,,,ERS5302058,ERX4681888,ERR4811898,S,S,,S,,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5303434,ERX4683264,ERR4813274,S,S,,S,,S,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302065,ERX4681895,ERR4811905,S,S,,S,S,S,S,,S,S,S,S,,S,
PRJEB41199,,,ERS5302031,ERX4681861,ERR4811871,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5303437,ERX4683267,ERR4813277,S,S,,S,S,S,S,S,S,S,,S,,,
PRJEB41199,,,ERS5302220,ERX4682050,ERR4812060,S,S,S,S,S,S,,R,S,S,,S,,S,R
PRJEB41199,,,ERS5302047,ERX4681877,ERR4811887,S,S,,S,S,,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302092,ERX4681922,ERR4811932,,,,,,,,S,,,,,,S,
PRJEB41199,,,ERS5302226,ERX4682056,ERR4812066,S,,,S,,R,S,S,,S,S,S,,S,
PRJEB41199,,,ERS5302223,ERX4682053,ERR4812063,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302225,ERX4682055,ERR4812065,,S,,S,,S,,S,,S,,S,,S,
PRJEB41199,,,ERS5303062,ERX4682892,ERR4812902,S,S,,S,S,S,,S,S,S,S,S,,R,
PRJEB41199,,,ERS5302048,ERX4681878,ERR4811888,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302671,ERX4682501,ERR4812511,S,S,,S,S,S,S,,S,S,,S,,,
PRJEB41199,,,ERS5302218,ERX4682048,ERR4812058,,S,,S,,,S,S,S,S,,,,S,S
PRJEB41199,,,ERS5303432,ERX4683262,ERR4813272,,,,S,,S,,,S,S,S,S,,S,
PRJEB41199,,,ERS5302219,ERX4682049,ERR4812059,S,,,,,S,S,S,,S,,S,,S,
PRJEB41199,,,ERS5302516,ERX4682346,ERR4812356,,,S,,,S,,R,S,S,,,S,R,R
PRJEB41199,,,ERS5302518,ERX4682348,ERR4812358,S,S,S,S,,S,,R,S,S,S,S,,R,R
PRJEB41199,,,ERS5302523,ERX4682353,ERR4812363,S,S,,S,S,S,,,S,S,S,,,,
PRJEB41199,,,ERS5302524,ERX4682354,ERR4812364,S,S,,S,S,,,,,,S,,,S,
PRJEB41199,,,ERS5302526,ERX4682356,ERR4812366,,,S,,,R,,R,S,S,,,,R,S
PRJEB41199,,,ERS5302527,ERX4682357,ERR4812367,S,,S,,,R,,S,S,S,,,,S,
PRJEB41199,,,ERS5302531,ERX4682361,ERR4812371,S,S,,,S,,,,S,S,,S,,S,
PRJEB41199,,,ERS5302536,ERX4682366,ERR4812376,S,,,S,S,S,,,S,S,S,S,,S,
PRJEB41199,,,ERS5302545,ERX4682375,ERR4812385,S,S,,S,S,,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302546,ERX4682376,ERR4812386,S,,S,,,S,,R,S,S,S,,,S,S
PRJEB41199,,,ERS5302549,ERX4682379,ERR4812389,S,S,,,,S,S,,S,S,S,S,,S,
PRJEB41199,,,ERS5302550,ERX4682380,ERR4812390,S,S,,,S,S,,,S,S,S,S,,,
PRJEB41199,,,ERS5302520,ERX4682350,ERR4812360,S,,S,,,R,S,R,S,S,S,S,,S,R
PRJEB41199,,,ERS5302525,ERX4682355,ERR4812365,S,,,,S,S,S,R,S,S,S,S,,S,
PRJEB41199,,,ERS5302528,ERX4682358,ERR4812368,S,,S,S,S,R,,S,S,S,S,S,,S,S
PRJEB41199,,,ERS5302532,ERX4682362,ERR4812372,S,S,S,S,S,S,S,R,S,S,,,,R,R
PRJEB41199,,,ERS5302533,ERX4682363,ERR4812373,S,,,S,,S,,S,S,S,,,,S,
PRJEB41199,,,ERS5302534,ERX4682364,ERR4812374,S,S,,S,S,S,,S,S,S,,,,,
PRJEB41199,,,ERS5302535,ERX4682365,ERR4812375,S,S,S,S,S,S,,R,S,S,S,,,R,S
PRJEB41199,,,ERS5302537,ERX4682367,ERR4812377,S,S,,S,S,,,S,,S,S,S,,S,
PRJEB41199,,,ERS5302539,ERX4682369,ERR4812379,S,S,,S,S,S,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302540,ERX4682370,ERR4812380,S,S,,S,S,S,,S,,S,S,S,,S,
PRJEB41199,,,ERS5302541,ERX4682371,ERR4812381,S,S,,S,S,S,,S,S,,,,,S,
PRJEB41199,,,ERS5302544,ERX4682374,ERR4812384,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302552,ERX4682382,ERR4812392,S,,,S,S,,S,S,,,,,,S,
PRJEB41199,,,ERS5302553,ERX4682383,ERR4812393,S,,,S,S,S,,S,S,S,S,S,,S,
PRJEB41199,,,ERS5303394,ERX4683224,ERR4813234,,,,S,,S,S,S,S,,S,S,,S,
PRJEB41199,,,ERS5303396,ERX4683226,ERR4813236,S,,,S,,S,S,,S,S,,,,,
PRJEB41199,,,ERS5302214,ERX4682044,ERR4812054,S,S,,S,,,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302555,ERX4682385,ERR4812395,S,S,,S,,S,,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302556,ERX4682386,ERR4812396,S,S,,S,S,S,S,S,S,,S,,,,
PRJEB41199,,,ERS5302558,ERX4682388,ERR4812398,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302683,ERX4682513,ERR4812523,S,S,,S,S,S,,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302684,ERX4682514,ERR4812524,S,S,,S,S,,,S,S,S,S,,,,
PRJEB41199,,,ERS5303385,ERX4683215,ERR4813225,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5303388,ERX4683218,ERR4813228,S,,,S,,S,,S,S,,S,,,S,
PRJEB41199,,,ERS5303389,ERX4683219,ERR4813229,,S,,,,,,,S,,,,,,
PRJEB41199,,,ERS5302521,ERX4682351,ERR4812361,,S,,S,S,S,,S,S,,,,,S,
PRJEB41199,,,ERS5302561,ERX4682391,ERR4812401,S,S,,S,S,S,,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302562,ERX4682392,ERR4812402,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302563,ERX4682393,ERR4812403,S,S,,S,S,,S,,,S,S,S,,S,
PRJEB41199,,,ERS5302565,ERX4682395,ERR4812405,S,S,,S,,S,,S,S,,S,S,,S,
PRJEB41199,,,ERS5302566,ERX4682396,ERR4812406,S,S,,S,S,S,S,S,S,S,S,S,,S,
PRJEB41199,,,ERS5302567,ERX4682397,ERR4812407,S,S,,S,,S,S,S,S,S,S,,,,
PRJEB41199,,,ERS5302570,ERX4682400,ERR4812410,S,S,,,S,S,S,S,S,S,,S,,S,
PRJEB41199,,,ERS5302571,ERX4682401,ERR4812411,,S,,S,S,,,,,S,S,,,S,
PRJEB41199,,,ERS5302573,ERX4682403,ERR4812413,S,S,,,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302574,ERX4682404,ERR4812414,S,S,,S,S,S,,S,S,,S,S,,S,
PRJEB41199,,,ERS5302680,ERX4682510,ERR4812520,S,S,,S,S,S,S,S,S,S,S,,,S,
PRJEB41199,,,ERS5302681,ERX4682511,ERR4812521,S,S,,,S,S,,S,S,S,S,,,S,
PRJEB41199,,,ERS5302682,ERX4682512,ERR4812522,S,,,S,S,S,,S,S,S,S,S,,S,
PRJEB41199,,,ERS5303399,ERX4683229,ERR4813239,S,,,S,S,,,S,S,S,S,S,,S,
