ena_project,ena_sample,ena_experiment,ena_run
PRJEB25997,ERS2400524,ERX2535133,ERR2515925
PRJEB25997,ERS2400180,ERX2534789,ERR2515581
PRJEB25997,ERS2400013,ERX2534622,ERR2515408
PRJEB25997,ERS2400364,ERX2534973,ERR2515765
PRJEB25997,ERS2400315,ERX2534924,ERR2515716
PRJEB25997,ERS2400556,ERX2535165,ERR2515957
PRJEB25997,ERS2400554,ERX2535163,ERR2515955
PRJEB25997,ERS2399939,ERX2534548,ERR2515334
PRJEB25997,ERS2400203,ERX2534812,ERR2515604
PRJEB25997,ERS2400543,ERX2535152,ERR2515944
PRJEB25997,ERS2400485,ERX2535094,ERR2515886
PRJEB25997,ERS2400082,ERX2534691,ERR2515477
PRJEB25997,ERS2399800,ERX2534409,ERR2515195
PRJEB25997,ERS2400340,ERX2534949,ERR2515741
PRJEB25997,ERS2400021,ERX2534630,ERR2515416
PRJEB25997,ERS2399782,ERX2534391,ERR2515177
PRJEB25997,ERS2400671,ERX2535280,ERR2516072
PRJEB25997,ERS2400261,ERX2534870,ERR2515662
PRJEB25997,ERS2400248,ERX2534857,ERR2515649
PRJEB25997,ERS2400614,ERX2535223,ERR2516015
PRJEB25997,ERS2400206,ERX2534815,ERR2515607
PRJEB25997,ERS2400277,ERX2534886,ERR2515678
PRJEB25997,ERS2400682,ERX2535291,ERR2516083
PRJEB25997,ERS2400429,ERX2535038,ERR2515830
PRJEB25997,ERS2400538,ERX2535147,ERR2515939
PRJEB25997,ERS2400229,ERX2534838,ERR2515630
PRJEB25997,ERS2399821,ERX2534430,ERR2515216
PRJEB25997,ERS2400023,ERX2534632,ERR2515418
PRJEB25997,ERS2400361,ERX2534970,ERR2515762
PRJEB25997,ERS2399847,ERX2534456,ERR2515242
PRJEB25997,ERS2400294,ERX2534903,ERR2515695
PRJEB25997,ERS2400185,ERX2534794,ERR2515586
PRJEB25997,ERS2400089,ERX2534698,ERR2515484
PRJEB25997,ERS2400406,ERX2535015,ERR2515807
PRJEB25997,ERS2399874,ERX2534483,ERR2515269
PRJEB25997,ERS2400399,ERX2535008,ERR2515800
PRJEB25997,ERS2400057,ERX2534666,ERR2515452
PRJEB25997,ERS2399979,ERX2534588,ERR2515374
PRJEB25997,ERS2399926,ERX2534535,ERR2515321
PRJEB25997,ERS2400495,ERX2535104,ERR2515896
PRJEB25997,ERS2400274,ERX2534883,ERR2515675
PRJEB25997,ERS2400597,ERX2535206,ERR2515998
PRJEB25997,ERS2400243,ERX2534852,ERR2515644
PRJEB25997,ERS2400218,ERX2534827,ERR2515619
PRJEB25997,ERS2400558,ERX2535167,ERR2515959
PRJEB25997,ERS2400320,ERX2534929,ERR2515721
PRJEB25997,ERS2400365,ERX2534974,ERR2515766
PRJEB25997,ERS2399933,ERX2534542,ERR2515328
PRJEB25997,ERS2400065,ERX2534674,ERR2515460
PRJEB25997,ERS2400387,ERX2534996,ERR2515788
PRJEB25997,ERS2400522,ERX2535131,ERR2515923
PRJEB25997,ERS2400642,ERX2535251,ERR2516043
PRJEB25997,ERS2400462,ERX2535071,ERR2515863
PRJEB25997,ERS2400526,ERX2535135,ERR2515927
PRJEB25997,ERS2399887,ERX2534496,ERR2515282
PRJEB25997,ERS2400677,ERX2535286,ERR2516078
PRJEB25997,ERS2400626,ERX2535235,ERR2516027
PRJEB25997,ERS2400011,ERX2534620,ERR2515406
PRJEB25997,ERS2400486,ERX2535095,ERR2515887
PRJEB25997,ERS2400079,ERX2534688,ERR2515474
PRJEB25997,ERS2399750,ERX2534359,ERR2515145
PRJEB25997,ERS2400697,ERX2535306,ERR2516098
PRJEB25997,ERS2399992,ERX2534601,ERR2515387
PRJEB25997,ERS2400032,ERX2534641,ERR2515427
PRJEB25997,ERS2399784,ERX2534393,ERR2515179
PRJEB25997,ERS2400147,ERX2534756,ERR2515548
PRJEB25997,ERS2400293,ERX2534902,ERR2515694
PRJEB25997,ERS2400520,ERX2535129,ERR2515921
PRJEB25997,ERS2400612,ERX2535221,ERR2516013
PRJEB25997,ERS2400352,ERX2534961,ERR2515753
PRJEB25997,ERS2400398,ERX2535007,ERR2515799
PRJEB25997,ERS2400521,ERX2535130,ERR2515922
PRJEB25997,ERS2400608,ERX2535217,ERR2516009
PRJEB25997,ERS2400148,ERX2534757,ERR2515549
PRJEB25997,ERS2400546,ERX2535155,ERR2515947
PRJEB25997,ERS2400100,ERX2534709,ERR2515495
PRJEB25997,ERS2399886,ERX2534495,ERR2515281
PRJEB25997,ERS2400359,ERX2534968,ERR2515760
PRJEB25997,ERS2400449,ERX2535058,ERR2515850
PRJEB25997,ERS2400632,ERX2535241,ERR2516033
PRJEB25997,ERS2399839,ERX2534448,ERR2515234
PRJEB25997,ERS2400003,ERX2534612,ERR2515398
PRJEB25997,ERS2399844,ERX2534453,ERR2515239
PRJEB25997,ERS2399755,ERX2534364,ERR2515150
PRJEB25997,ERS2400156,ERX2534765,ERR2515557
PRJEB25997,ERS2399890,ERX2534499,ERR2515285
PRJEB25997,ERS2400130,ERX2534739,ERR2515531
PRJEB25997,ERS2400475,ERX2535084,ERR2515876
PRJEB25997,ERS2400491,ERX2535100,ERR2515892
PRJEB25997,ERS2399897,ERX2534506,ERR2515292
PRJEB25997,ERS2400692,ERX2535301,ERR2516093
PRJEB25997,ERS2400423,ERX2535032,ERR2515824
PRJEB25997,ERS2400200,ERX2534809,ERR2515601
PRJEB25997,ERS2400077,ERX2534686,ERR2515472
PRJEB25997,ERS2400691,ERX2535300,ERR2516092
PRJEB25997,ERS2400070,ERX2534679,ERR2515465
PRJEB25997,ERS2399808,ERX2534417,ERR2515203
PRJEB25997,ERS2400349,ERX2534958,ERR2515750
PRJEB25997,ERS2400586,ERX2535195,ERR2515987
PRJEB25997,ERS2400593,ERX2535202,ERR2515994
PRJEB25997,ERS2399884,ERX2534493,ERR2515279
PRJEB25997,ERS2400637,ERX2535246,ERR2516038
PRJEB25997,ERS2400443,ERX2535052,ERR2515844
PRJEB25997,ERS2400424,ERX2535033,ERR2515825
PRJEB25997,ERS2400236,ERX2534845,ERR2515637
PRJEB25997,ERS2400105,ERX2534714,ERR2515500
PRJEB25997,ERS2400299,ERX2534908,ERR2515700
PRJEB25997,ERS2400635,ERX2535244,ERR2516036
PRJEB25997,ERS2400125,ERX2534734,ERR2515526
PRJEB25997,ERS2399718,ERX2534327,ERR2515113
PRJEB25997,ERS2399960,ERX2534569,ERR2515355
PRJEB25997,ERS2399835,ERX2534444,ERR2515230
PRJEB25997,ERS2400669,ERX2535278,ERR2516070
PRJEB25997,ERS2399878,ERX2534487,ERR2515273
PRJEB25997,ERS2400075,ERX2534684,ERR2515470
PRJEB25997,ERS2399923,ERX2534532,ERR2515318
PRJEB25997,ERS2399713,ERX2534322,ERR2515108
PRJEB25997,ERS2400413,ERX2535022,ERR2515814
PRJEB25997,ERS2400289,ERX2534898,ERR2515690
PRJEB25997,ERS2400643,ERX2535252,ERR2516044
PRJEB25997,ERS2400507,ERX2535116,ERR2515908
PRJEB25997,ERS2399879,ERX2534488,ERR2515274
PRJEB25997,ERS2399913,ERX2534522,ERR2515308
PRJEB25997,ERS2400371,ERX2534980,ERR2515772
PRJEB25997,ERS2399892,ERX2534501,ERR2515287
PRJEB25997,ERS2400132,ERX2534741,ERR2515533
PRJEB25997,ERS2400542,ERX2535151,ERR2515943
PRJEB25997,ERS2400271,ERX2534880,ERR2515672
PRJEB25997,ERS2400228,ERX2534837,ERR2515629
PRJEB25997,ERS2399893,ERX2534502,ERR2515288
PRJEB25997,ERS2400416,ERX2535025,ERR2515817
PRJEB25997,ERS2399747,ERX2534356,ERR2515142
PRJEB25997,ERS2400585,ERX2535194,ERR2515986
PRJEB25997,ERS2400198,ERX2534807,ERR2515599
PRJEB25997,ERS2400270,ERX2534879,ERR2515671
PRJEB25997,ERS2400598,ERX2535207,ERR2515999
PRJEB25997,ERS2400240,ERX2534849,ERR2515641
PRJEB25997,ERS2400478,ERX2535087,ERR2515879
PRJEB25997,ERS2400552,ERX2535161,ERR2515953
PRJEB25997,ERS2400194,ERX2534803,ERR2515595
PRJEB25997,ERS2400575,ERX2535184,ERR2515976
PRJEB25997,ERS2400511,ERX2535120,ERR2515912
PRJEB25997,ERS2400312,ERX2534921,ERR2515713
PRJEB25997,ERS2400588,ERX2535197,ERR2515989
PRJEB25997,ERS2399918,ERX2534527,ERR2515313
PRJEB25997,ERS2400605,ERX2535214,ERR2516006
PRJEB25997,ERS2400698,ERX2535307,ERR2516099
PRJEB25997,ERS2400472,ERX2535081,ERR2515873
PRJEB25997,ERS2400664,ERX2535273,ERR2516065
PRJEB25997,ERS2400094,ERX2534703,ERR2515489
PRJEB25997,ERS2400096,ERX2534705,ERR2515491
PRJEB25997,ERS2399813,ERX2534422,ERR2515208
PRJEB25997,ERS2400209,ERX2534818,ERR2515610
PRJEB25997,ERS2400168,ERX2534777,ERR2515569
PRJEB25997,ERS2400284,ERX2534893,ERR2515685
PRJEB25997,ERS2400646,ERX2535255,ERR2516047
PRJEB25997,ERS2399774,ERX2534383,ERR2515169
PRJEB25997,ERS2400197,ERX2534806,ERR2515598
PRJEB25997,ERS2400557,ERX2535166,ERR2515958
PRJEB25997,ERS2400383,ERX2534992,ERR2515784
PRJEB25997,ERS2400474,ERX2535083,ERR2515875
PRJEB25997,ERS2400453,ERX2535062,ERR2515854
PRJEB25997,ERS2399910,ERX2534519,ERR2515305
PRJEB25997,ERS2399741,ERX2534350,ERR2515136
PRJEB25997,ERS2400186,ERX2534795,ERR2515587
PRJEB25997,ERS2400199,ERX2534808,ERR2515600
PRJEB25997,ERS2400124,ERX2534733,ERR2515525
PRJEB25997,ERS2400131,ERX2534740,ERR2515532
PRJEB25997,ERS2399785,ERX2534394,ERR2515180
PRJEB25997,ERS2400327,ERX2534936,ERR2515728
PRJEB25997,ERS2399929,ERX2534538,ERR2515324
PRJEB25997,ERS2400505,ERX2535114,ERR2515906
PRJEB25997,ERS2399990,ERX2534599,ERR2515385
PRJEB25997,ERS2400106,ERX2534715,ERR2515501
PRJEB25997,ERS2400231,ERX2534840,ERR2515632
PRJEB25997,ERS2400054,ERX2534663,ERR2515449
PRJEB25997,ERS2399763,ERX2534372,ERR2515158
PRJEB25997,ERS2400559,ERX2535168,ERR2515960
PRJEB25997,ERS2399931,ERX2534540,ERR2515326
PRJEB25997,ERS2400433,ERX2535042,ERR2515834
PRJEB25997,ERS2399932,ERX2534541,ERR2515327
PRJEB25997,ERS2400002,ERX2534611,ERR2515397
PRJEB25997,ERS2400253,ERX2534862,ERR2515654
PRJEB25997,ERS2400008,ERX2534617,ERR2515403
PRJEB25997,ERS2400333,ERX2534942,ERR2515734
PRJEB25997,ERS2400110,ERX2534719,ERR2515505
PRJEB25997,ERS2400386,ERX2534995,ERR2515787
PRJEB25997,ERS2400062,ERX2534671,ERR2515457
PRJEB25997,ERS2400178,ERX2534787,ERR2515579
PRJEB25997,ERS2400518,ERX2535127,ERR2515919
PRJEB25997,ERS2399817,ERX2534426,ERR2515212
PRJEB25997,ERS2400238,ERX2534847,ERR2515639
PRJEB25997,ERS2399711,ERX2534320,ERR2515106
PRJEB25997,ERS2400201,ERX2534810,ERR2515602
PRJEB25997,ERS2400446,ERX2535055,ERR2515847
PRJEB25997,ERS2400019,ERX2534628,ERR2515414
PRJEB25997,ERS2400700,ERX2535309,ERR2516101
PRJEB25997,ERS2400591,ERX2535200,ERR2515992
PRJEB25997,ERS2400470,ERX2535079,ERR2515871
PRJEB25997,ERS2399880,ERX2534489,ERR2515275
PRJEB25997,ERS2400545,ERX2535154,ERR2515946
PRJEB25997,ERS2399840,ERX2534449,ERR2515235
PRJEB25997,ERS2399837,ERX2534446,ERR2515232
PRJEB25997,ERS2400607,ERX2535216,ERR2516008
PRJEB25997,ERS2399715,ERX2534324,ERR2515110
PRJEB25997,ERS2399744,ERX2534353,ERR2515139
PRJEB25997,ERS2400694,ERX2535303,ERR2516095
PRJEB25997,ERS2400298,ERX2534907,ERR2515699
PRJEB25997,ERS2400493,ERX2535102,ERR2515894
PRJEB25997,ERS2399756,ERX2534365,ERR2515151
PRJEB25997,ERS2399754,ERX2534363,ERR2515149
PRJEB25997,ERS2400686,ERX2535295,ERR2516087
PRJEB25997,ERS2400017,ERX2534626,ERR2515412
PRJEB25997,ERS2399819,ERX2534428,ERR2515214
PRJEB25997,ERS2400027,ERX2534636,ERR2515422
PRJEB25997,ERS2400268,ERX2534877,ERR2515669
PRJEB25997,ERS2399772,ERX2534381,ERR2515167
PRJEB25997,ERS2400036,ERX2534645,ERR2515431
PRJEB25997,ERS2399865,ERX2534474,ERR2515260
PRJEB25997,ERS2400165,ERX2534774,ERR2515566
PRJEB25997,ERS2400316,ERX2534925,ERR2515717
PRJEB25997,ERS2400037,ERX2534646,ERR2515432
PRJEB25997,ERS2400634,ERX2535243,ERR2516035
PRJEB25997,ERS2399745,ERX2534354,ERR2515140
PRJEB25997,ERS2400436,ERX2535045,ERR2515837
PRJEB25997,ERS2400483,ERX2535092,ERR2515884
PRJEB25997,ERS2400297,ERX2534906,ERR2515698
PRJEB25997,ERS2400169,ERX2534778,ERR2515570
PRJEB25997,ERS2400448,ERX2535057,ERR2515849
PRJEB25997,ERS2400332,ERX2534941,ERR2515733
PRJEB25997,ERS2399900,ERX2534509,ERR2515295
PRJEB25997,ERS2399727,ERX2534336,ERR2515122
PRJEB25997,ERS2400476,ERX2535085,ERR2515877
PRJEB25997,ERS2400048,ERX2534657,ERR2515443
PRJEB25997,ERS2399988,ERX2534597,ERR2515383
PRJEB25997,ERS2400128,ERX2534737,ERR2515529
PRJEB25997,ERS2400573,ERX2535182,ERR2515974
PRJEB25997,ERS2400699,ERX2535308,ERR2516100
PRJEB25997,ERS2400381,ERX2534990,ERR2515782
PRJEB25997,ERS2400191,ERX2534800,ERR2515592
PRJEB25997,ERS2399827,ERX2534436,ERR2515222
PRJEB25997,ERS2400574,ERX2535183,ERR2515975
PRJEB25997,ERS2400674,ERX2535283,ERR2516075
PRJEB25997,ERS2400004,ERX2534613,ERR2515399
PRJEB25997,ERS2399870,ERX2534479,ERR2515265
PRJEB25997,ERS2400104,ERX2534713,ERR2515499
PRJEB25997,ERS2400422,ERX2535031,ERR2515823
PRJEB25997,ERS2400224,ERX2534833,ERR2515625
PRJEB25997,ERS2400120,ERX2534729,ERR2515521
PRJEB25997,ERS2399805,ERX2534414,ERR2515200
PRJEB25997,ERS2400254,ERX2534863,ERR2515655
PRJEB25997,ERS2400695,ERX2535304,ERR2516096
PRJEB25997,ERS2400601,ERX2535210,ERR2516002
PRJEB25997,ERS2400592,ERX2535201,ERR2515993
PRJEB25997,ERS2400025,ERX2534634,ERR2515420
PRJEB25997,ERS2399845,ERX2534454,ERR2515240
PRJEB25997,ERS2400107,ERX2534716,ERR2515502
PRJEB25997,ERS2400621,ERX2535230,ERR2516022
PRJEB25997,ERS2400566,ERX2535175,ERR2515967
PRJEB25997,ERS2400657,ERX2535266,ERR2516058
PRJEB25997,ERS2400480,ERX2535089,ERR2515881
PRJEB25997,ERS2399876,ERX2534485,ERR2515271
PRJEB25997,ERS2400385,ERX2534994,ERR2515786
PRJEB25997,ERS2400688,ERX2535297,ERR2516089
PRJEB25997,ERS2400407,ERX2535016,ERR2515808
PRJEB25997,ERS2400177,ERX2534786,ERR2515578
PRJEB25997,ERS2399946,ERX2534555,ERR2515341
PRJEB25997,ERS2400431,ERX2535040,ERR2515832
PRJEB25997,ERS2400275,ERX2534884,ERR2515676
PRJEB25997,ERS2400045,ERX2534654,ERR2515440
PRJEB25997,ERS2400445,ERX2535054,ERR2515846
PRJEB25997,ERS2399902,ERX2534511,ERR2515297
PRJEB25997,ERS2400576,ERX2535185,ERR2515977
PRJEB25997,ERS2400460,ERX2535069,ERR2515861
PRJEB25997,ERS2400496,ERX2535105,ERR2515897
PRJEB25997,ERS2399811,ERX2534420,ERR2515206
PRJEB25997,ERS2399970,ERX2534579,ERR2515365
PRJEB25997,ERS2399762,ERX2534371,ERR2515157
PRJEB25997,ERS2400086,ERX2534695,ERR2515481
PRJEB25997,ERS2400311,ERX2534920,ERR2515712
PRJEB25997,ERS2399920,ERX2534529,ERR2515315
PRJEB25997,ERS2400052,ERX2534661,ERR2515447
PRJEB25997,ERS2400660,ERX2535269,ERR2516061
PRJEB25997,ERS2399914,ERX2534523,ERR2515309
PRJEB25997,ERS2399802,ERX2534411,ERR2515197
PRJEB25997,ERS2399858,ERX2534467,ERR2515253
PRJEB25997,ERS2400137,ERX2534746,ERR2515538
PRJEB25997,ERS2399841,ERX2534450,ERR2515236
PRJEB25997,ERS2400234,ERX2534843,ERR2515635
PRJEB25997,ERS2400404,ERX2535013,ERR2515805
PRJEB25997,ERS2400325,ERX2534934,ERR2515726
PRJEB25997,ERS2400439,ERX2535048,ERR2515840
PRJEB25997,ERS2400204,ERX2534813,ERR2515605
PRJEB25997,ERS2400620,ERX2535229,ERR2516021
PRJEB25997,ERS2400049,ERX2534658,ERR2515444
PRJEB25997,ERS2399737,ERX2534346,ERR2515132
PRJEB25997,ERS2400212,ERX2534821,ERR2515613
PRJEB25997,ERS2400479,ERX2535088,ERR2515880
PRJEB25997,ERS2399905,ERX2534514,ERR2515300
PRJEB25997,ERS2399977,ERX2534586,ERR2515372
PRJEB25997,ERS2400098,ERX2534707,ERR2515493
PRJEB25997,ERS2400060,ERX2534669,ERR2515455
PRJEB25997,ERS2399716,ERX2534325,ERR2515111
PRJEB25997,ERS2400418,ERX2535027,ERR2515819
PRJEB25997,ERS2400627,ERX2535236,ERR2516028
PRJEB25997,ERS2400225,ERX2534834,ERR2515626
PRJEB25997,ERS2400389,ERX2534998,ERR2515790
PRJEB25997,ERS2400042,ERX2534651,ERR2515437
PRJEB25997,ERS2399873,ERX2534482,ERR2515268
PRJEB25997,ERS2400007,ERX2534616,ERR2515402
PRJEB25997,ERS2400579,ERX2535188,ERR2515980
PRJEB25997,ERS2399743,ERX2534352,ERR2515138
PRJEB25997,ERS2400146,ERX2534755,ERR2515547
PRJEB25997,ERS2400369,ERX2534978,ERR2515770
PRJEB25997,ERS2399898,ERX2534507,ERR2515293
PRJEB25997,ERS2400339,ERX2534948,ERR2515740
PRJEB25997,ERS2400684,ERX2535293,ERR2516085
PRJEB25997,ERS2399777,ERX2534386,ERR2515172
PRJEB25997,ERS2400072,ERX2534681,ERR2515467
PRJEB25997,ERS2400658,ERX2535267,ERR2516059
PRJEB25997,ERS2399848,ERX2534457,ERR2515243
PRJEB25997,ERS2400636,ERX2535245,ERR2516037
PRJEB25997,ERS2400074,ERX2534683,ERR2515469
PRJEB25997,ERS2399895,ERX2534504,ERR2515290
PRJEB25997,ERS2400161,ERX2534770,ERR2515562
PRJEB25997,ERS2400500,ERX2535109,ERR2515901
PRJEB25997,ERS2400301,ERX2534910,ERR2515702
PRJEB25997,ERS2399797,ERX2534406,ERR2515192
PRJEB25997,ERS2400292,ERX2534901,ERR2515693
PRJEB25997,ERS2399719,ERX2534328,ERR2515114
PRJEB25997,ERS2399723,ERX2534332,ERR2515118
PRJEB25997,ERS2399795,ERX2534404,ERR2515190
PRJEB25997,ERS2400553,ERX2535162,ERR2515954
PRJEB25997,ERS2400408,ERX2535017,ERR2515809
PRJEB25997,ERS2400326,ERX2534935,ERR2515727
PRJEB25997,ERS2399954,ERX2534563,ERR2515349
PRJEB25997,ERS2399982,ERX2534591,ERR2515377
PRJEB25997,ERS2399958,ERX2534567,ERR2515353
PRJEB25997,ERS2400410,ERX2535019,ERR2515811
PRJEB25997,ERS2399729,ERX2534338,ERR2515124
PRJEB25997,ERS2400417,ERX2535026,ERR2515818
PRJEB25997,ERS2400251,ERX2534860,ERR2515652
PRJEB25997,ERS2400038,ERX2534647,ERR2515433
PRJEB25997,ERS2400350,ERX2534959,ERR2515751
PRJEB25997,ERS2400272,ERX2534881,ERR2515673
PRJEB25997,ERS2399721,ERX2534330,ERR2515116
PRJEB25997,ERS2400221,ERX2534830,ERR2515622
PRJEB25997,ERS2399907,ERX2534516,ERR2515302
PRJEB25997,ERS2399980,ERX2534589,ERR2515375
PRJEB25997,ERS2400444,ERX2535053,ERR2515845
PRJEB25997,ERS2400136,ERX2534745,ERR2515537
PRJEB25997,ERS2400647,ERX2535256,ERR2516048
PRJEB25997,ERS2400179,ERX2534788,ERR2515580
PRJEB25997,ERS2400255,ERX2534864,ERR2515656
PRJEB25997,ERS2399896,ERX2534505,ERR2515291
PRJEB25997,ERS2399973,ERX2534582,ERR2515368
PRJEB25997,ERS2400051,ERX2534660,ERR2515446
PRJEB25997,ERS2399734,ERX2534343,ERR2515129
PRJEB25997,ERS2399796,ERX2534405,ERR2515191
PRJEB25997,ERS2399831,ERX2534440,ERR2515226
PRJEB25997,ERS2400245,ERX2534854,ERR2515646
PRJEB25997,ERS2399761,ERX2534370,ERR2515156
PRJEB25997,ERS2400565,ERX2535174,ERR2515966
PRJEB25997,ERS2400067,ERX2534676,ERR2515462
PRJEB25997,ERS2400288,ERX2534897,ERR2515689
PRJEB25997,ERS2400139,ERX2534748,ERR2515540
PRJEB25997,ERS2400069,ERX2534678,ERR2515464
PRJEB25997,ERS2399875,ERX2534484,ERR2515270
PRJEB25997,ERS2400378,ERX2534987,ERR2515779
PRJEB25997,ERS2400040,ERX2534649,ERR2515435
PRJEB25997,ERS2400152,ERX2534761,ERR2515553
PRJEB25997,ERS2400675,ERX2535284,ERR2516076
PRJEB25997,ERS2399842,ERX2534451,ERR2515237
PRJEB25997,ERS2400121,ERX2534730,ERR2515522
PRJEB25997,ERS2400515,ERX2535124,ERR2515916
PRJEB25997,ERS2399919,ERX2534528,ERR2515314
PRJEB25997,ERS2399862,ERX2534471,ERR2515257
PRJEB25997,ERS2400171,ERX2534780,ERR2515572
PRJEB25997,ERS2400066,ERX2534675,ERR2515461
PRJEB25997,ERS2400563,ERX2535172,ERR2515964
PRJEB25997,ERS2400680,ERX2535289,ERR2516081
PRJEB25997,ERS2400252,ERX2534861,ERR2515653
PRJEB25997,ERS2400088,ERX2534697,ERR2515483
PRJEB25997,ERS2399739,ERX2534348,ERR2515134
PRJEB25997,ERS2400687,ERX2535296,ERR2516088
PRJEB25997,ERS2400427,ERX2535036,ERR2515828
PRJEB25997,ERS2399996,ERX2534605,ERR2515391
PRJEB25997,ERS2400504,ERX2535113,ERR2515905
PRJEB25997,ERS2399883,ERX2534492,ERR2515278
PRJEB25997,ERS2400440,ERX2535049,ERR2515841
PRJEB25997,ERS2400655,ERX2535264,ERR2516056
PRJEB25997,ERS2400216,ERX2534825,ERR2515617
PRJEB25997,ERS2400341,ERX2534950,ERR2515742
PRJEB25997,ERS2399903,ERX2534512,ERR2515298
PRJEB25997,ERS2400195,ERX2534804,ERR2515596
PRJEB25997,ERS2399733,ERX2534342,ERR2515128
PRJEB25997,ERS2400639,ERX2535248,ERR2516040
PRJEB25997,ERS2400402,ERX2535011,ERR2515803
PRJEB25997,ERS2400465,ERX2535074,ERR2515866
PRJEB25997,ERS2400420,ERX2535029,ERR2515821
PRJEB25997,ERS2399925,ERX2534534,ERR2515320
PRJEB25997,ERS2400452,ERX2535061,ERR2515853
PRJEB25997,ERS2400280,ERX2534889,ERR2515681
PRJEB25997,ERS2400693,ERX2535302,ERR2516094
PRJEB25997,ERS2400149,ERX2534758,ERR2515550
PRJEB25997,ERS2400468,ERX2535077,ERR2515869
PRJEB25997,ERS2400092,ERX2534701,ERR2515487
PRJEB25997,ERS2400058,ERX2534667,ERR2515453
PRJEB25997,ERS2400207,ERX2534816,ERR2515608
PRJEB25997,ERS2400226,ERX2534835,ERR2515627
PRJEB25997,ERS2400392,ERX2535001,ERR2515793
PRJEB25997,ERS2400321,ERX2534930,ERR2515722
PRJEB25997,ERS2400305,ERX2534914,ERR2515706
PRJEB25997,ERS2400428,ERX2535037,ERR2515829
PRJEB25997,ERS2400484,ERX2535093,ERR2515885
PRJEB25997,ERS2400426,ERX2535035,ERR2515827
PRJEB25997,ERS2399859,ERX2534468,ERR2515254
PRJEB25997,ERS2399917,ERX2534526,ERR2515312
PRJEB25997,ERS2399765,ERX2534374,ERR2515160
PRJEB25997,ERS2400661,ERX2535270,ERR2516062
PRJEB25997,ERS2399710,ERX2534319,ERR2515105
PRJEB25997,ERS2400625,ERX2535234,ERR2516026
PRJEB25997,ERS2399753,ERX2534362,ERR2515148
PRJEB25997,ERS2400250,ERX2534859,ERR2515651
PRJEB25997,ERS2400528,ERX2535137,ERR2515929
PRJEB25997,ERS2399789,ERX2534398,ERR2515184
PRJEB25997,ERS2399838,ERX2534447,ERR2515233
PRJEB25997,ERS2399806,ERX2534415,ERR2515201
PRJEB25997,ERS2400328,ERX2534937,ERR2515729
PRJEB25997,ERS2399766,ERX2534375,ERR2515161
PRJEB25997,ERS2400059,ERX2534668,ERR2515454
PRJEB25997,ERS2400322,ERX2534931,ERR2515723
PRJEB25997,ERS2400441,ERX2535050,ERR2515842
PRJEB25997,ERS2400377,ERX2534986,ERR2515778
PRJEB25997,ERS2399943,ERX2534552,ERR2515338
PRJEB25997,ERS2400144,ERX2534753,ERR2515545
PRJEB25997,ERS2400114,ERX2534723,ERR2515515
PRJEB25997,ERS2399803,ERX2534412,ERR2515198
PRJEB25997,ERS2399793,ERX2534402,ERR2515188
PRJEB25997,ERS2400382,ERX2534991,ERR2515783
PRJEB25997,ERS2400571,ERX2535180,ERR2515972
PRJEB25997,ERS2400126,ERX2534735,ERR2515527
PRJEB25997,ERS2400544,ERX2535153,ERR2515945
PRJEB25997,ERS2400679,ERX2535288,ERR2516080
PRJEB25997,ERS2400501,ERX2535110,ERR2515902
PRJEB25997,ERS2399730,ERX2534339,ERR2515125
PRJEB25997,ERS2400108,ERX2534717,ERR2515503
PRJEB25997,ERS2399894,ERX2534503,ERR2515289
PRJEB25997,ERS2399799,ERX2534408,ERR2515194
PRJEB25997,ERS2399861,ERX2534470,ERR2515256
PRJEB25997,ERS2399866,ERX2534475,ERR2515261
PRJEB25997,ERS2399921,ERX2534530,ERR2515316
PRJEB25997,ERS2399850,ERX2534459,ERR2515245
PRJEB25997,ERS2400314,ERX2534923,ERR2515715
PRJEB25997,ERS2400649,ERX2535258,ERR2516050
PRJEB25997,ERS2399759,ERX2534368,ERR2515154
PRJEB25997,ERS2399922,ERX2534531,ERR2515317
PRJEB25997,ERS2400241,ERX2534850,ERR2515642
PRJEB25997,ERS2400157,ERX2534766,ERR2515558
PRJEB25997,ERS2399786,ERX2534395,ERR2515181
PRJEB25997,ERS2400330,ERX2534939,ERR2515731
PRJEB25997,ERS2400000,ERX2534609,ERR2515395
PRJEB25997,ERS2399956,ERX2534565,ERR2515351
PRJEB25997,ERS2400351,ERX2534960,ERR2515752
PRJEB25997,ERS2400490,ERX2535099,ERR2515891
PRJEB25997,ERS2400437,ERX2535046,ERR2515838
PRJEB25997,ERS2400498,ERX2535107,ERR2515899
PRJEB25997,ERS2400550,ERX2535159,ERR2515951
PRJEB25997,ERS2399908,ERX2534517,ERR2515303
PRJEB25997,ERS2400457,ERX2535066,ERR2515858
PRJEB25997,ERS2399825,ERX2534434,ERR2515220
PRJEB25997,ERS2400681,ERX2535290,ERR2516082
PRJEB25997,ERS2400531,ERX2535140,ERR2515932
PRJEB25997,ERS2400313,ERX2534922,ERR2515714
PRJEB25997,ERS2399792,ERX2534401,ERR2515187
PRJEB25997,ERS2400584,ERX2535193,ERR2515985
PRJEB25997,ERS2400430,ERX2535039,ERR2515831
PRJEB25997,ERS2400109,ERX2534718,ERR2515504
PRJEB25997,ERS2400181,ERX2534790,ERR2515582
PRJEB25997,ERS2399986,ERX2534595,ERR2515381
PRJEB25997,ERS2400672,ERX2535281,ERR2516073
